RecID,First Name,Surname,Gender,Age,Date of birth,Years of experience,Education Level,Country,Performance,Assembly,Machining,Welding,Additive,Painting,Control,Quality,Planning,Services,Shipping,spoken languages
7447826GGN,Aaron,Frazier,male,38,10/05/1983,7,master,Ireland,81,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,"F,SP,NL,GE,IT,"
9516225EVE,Vincent,Sembler,male,58,22/02/1963,11,upper secondary,Luxembourg,81,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,"EN,F,SP,NL,"
2904687UZI,Victor,Paradis,male,36,05/11/1985,10,technical,Spain,20,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,"GE,"
6609589CUM,Julie,Rozar,f,52,01/10/1969,10,upper secondary,Republic of Cyprus,92,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,"EN,F,NL,GE,IT,"
7237022FTX,John,Henke,male,62,27/01/1959,33,bachelor,Republic of South Africa,64,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,"EN,F,SP,GE,"
7533156TBE,Veronica,Morris,female,34,28/04/1987,8,master,Sweden,A,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,"NL,IT,"
6078007LLX,Heather,Lowry,female,49,24/01/1972,1,master,Lithuania,93,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,"EN,F,GE,IT,"
8056837ENF,Joshua,Mclean,male,67,07/04/1954,26,bachelor,Brazil,C,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,"EN,SP,NL,GE,"
8467051YTK,Aaron,Certain,male,22,01/05/1999,0,upper secondary,Belgium,D,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,"EN,F,GE,"
3335867AAS,Suzette,Garcia,female,35,02/10/1986,9,technical,Denmark,C,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,"EN,F,GE,IT,"
0346090LYD,Mamie,Stambaugh,female,61,22/08/1960,34,bachelor,Brazil,62,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,"F,NL,IT,"
4112288QVX,James,Parkes,male,35,27/04/1986,9,doctorate,Slovenia,86,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,"EN,F,SP,GE,"
5088590ZBT,Harold,Gomez,male,57,09/10/1964,25,technical,Belgium,D,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,"F,SP,IT,"
6711079FTZ,Katrina,Ayala,female,47,01/04/1974,5,master,Ireland,45,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,"EN,F,NL,"
7017101PCM,Maryann,Yoder,female,21,06/06/2000,0,master,Denmark,8,NO,YES,NO,YES,NO,YES,NO,NO,YES,YES,"EN,F,SP,GE,IT,"
3541992AJX,Jerrod,Reuter,male,43,30/08/1978,4,master,Austria,A,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,"F,GE,"
4211370QZD,Debra,Lucero,female,20,30/05/2001,0,master,Romania,E,YES,NO,NO,NO,YES,YES,NO,YES,YES,NO,"SP,NL,GE,"
0031221FNQ,Claudia,Kilroy,female,23,03/07/1998,0,technical,Republic of Congo,56,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,"EN,SP,NL,IT,"
4959830JFU,Jessica,Esquer,female,32,08/07/1989,4,upper secondary,Republic of Congo,72,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,"EN,F,SP,"
7252091ARA,Georgette,Sanders,female,40,04/05/1981,14,bachelor,USA,A,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,"NL,GE,"
1172046TVW,Jeremy,Kellem,male,44,19/07/1977,-1,upper secondary,France,E,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,"F,SP,NL,"
9935248MMA,Sheba,Levitsky,female,25,28/11/1996,0,doctorate,Luxembourg,C,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,"SP,IT,"
6675473NFK,Margaret,Castleberry,f,21,20/06/2000,0,bachelor,Germany,C,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,"SP,"
7947431DDV,Garland,Withrow,male,65,04/03/1956,19,bachelor,Portugal,97,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,"F,NL,"
7933530GKD,Dorothy,Hernandez,f,35,30/07/1986,1,doctorate,France,E,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,"EN,SP,IT,"
6055987OWQ,Joan,Smith,female,65,05/01/1956,22,technical,Luxembourg,C,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,"EN,F,NL,"
8777511DRT,James,Person,male,23,02/11/1998,0,technical,France,39,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,"SP,"
6856357NRS,Hubert,Henderson,male,34,01/08/1987,8,doctorate,France,26,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,"IT,"
3773300QSR,Charles,Graybill,male,47,22/01/1974,9,master,Portugal,20,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,"SP,NL,"
5507564SOJ,Trisha,Matlock,female,54,10/06/1967,28,bachelor,Malta,A,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,"EN,F,SP,NL,GE,"
0594949GYT,Toni,Cain,female,35,19/09/1986,9,doctorate,Republic of Cyprus,55,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,"SP,GE,IT,"
3598290ZGB,Morris,Park,male,67,23/04/1954,29,bachelor,Latvia,E,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,"SP,IT,"
0679037HFT,Rebeca,Allen,female,63,28/11/1958,34,technical,Spain,D,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,"F,SP,NL,IT,"
0902862PMI,Herbert,Torres,male,34,05/11/1987,8,doctorate,France,A,NO,YES,YES,NO,YES,YES,NO,YES,NO,NO,"F,SP,IT,"
3788066AKT,Cynthia,Meekins,female,41,11/08/1980,5,master,France,A,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,"EN,SP,NL,"
3019711MOL,Fannie,Seldon,female,28,18/11/1993,2,doctorate,Denmark,37,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,"F,SP,NL,GE,"
6325981CLX,Staci,Charest,female,59,25/02/1962,18,technical,Italy,D,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,"F,"
3756889ZFQ,Dong,Clark,male,28,21/10/1993,2,upper secondary,Croatia,C,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,"SP,NL,GE,IT,"
6546944QUI,Christian,Cusick,male,47,26/10/1974,21,upper secondary,Australia,A,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,"EN,SP,NL,GE,"
3742059AOV,Joshua,Carmody,male,56,15/06/1965,14,master,China,E,NO,YES,NO,YES,NO,YES,NO,NO,NO,YES,"NL,GE,"
3463124ALV,Ronald,Ortiz,male,65,27/02/1956,23,doctorate,Slovakia,22,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,"EN,NL,"
4304049OWK,Adam,Fernandez,male,39,22/06/1982,13,doctorate,Luxembourg,77,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,"F,NL,GE,IT,"
4321912BPV,Billy,Fuller,male,28,19/05/1993,2,technical,Republic of Congo,85,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,"F,NL,IT,"
9865333RJE,Kevin,Browning,male,64,26/03/1957,35,bachelor,Australia,E,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,"GE,IT,"
5562173TGF,Arnold,Roman,male,64,22/04/1957,4,bachelor,Romania,5,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,"F,SP,GE,"
0960538WDT,Elvira,Culp,female,54,18/06/1967,22,doctorate,Netherlands,B,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,"EN,SP,IT,"
7048427LTO,Christina,Arguello,female,55,03/05/1966,2,bachelor,Romania,B,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,"F,SP,NL,GE,"
3768029FPI,James,Howard,male,32,18/08/1989,4,bachelor,Croatia,36,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,"EN,F,GE,IT,"
0501810LBH,Tammy,Woods,female,40,15/04/1981,10,doctorate,Netherlands,A,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,"EN,SP,IT,"
5094674YOS,Brenda,Stonge,female,42,17/09/1979,16,upper secondary,Lithuania,82,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,"F,NL,GE,"
3708451ADV,Rodney,Landes,male,33,29/07/1988,7,bachelor,Estonia,28,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,"SP,NL,"
2082852JZL,Marjorie,Gibbs,female,46,06/06/1975,15,doctorate,Poland,C,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,"EN,SP,NL,GE,"
1536452SAY,Ruby,Mancilla,female,53,26/04/1968,27,master,Poland,28,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,"F,SP,IT,"
1946456RIR,Ricky,Mccall,male,55,31/10/1966,4,master,Finland,D,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,"EN,NL,GE,IT,"
4705037BMF,Aura,Erickson,f,53,30/04/1968,9,bachelor,Republic of Cyprus,79,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,"EN,F,GE,IT,"
3382453WRA,Martin,Martinez,m,27,06/04/1994,1,doctorate,China,A,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,"F,GE,IT,"
6267278VTP,Nathan,Kelley,male,29,15/06/1992,3,technical,Brazil,E,NO,YES,NO,YES,YES,NO,YES,NO,YES,YES,"EN,F,NL,GE,IT,"
7725244QIN,Wesley,Dorman,male,59,29/06/1962,0,doctorate,Slovakia,E,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,"EN,F,SP,"
5300356NEK,Wayne,Cauthon,m,18,12/10/2003,0,bachelor,Malta,78,YES,NO,NO,YES,NO,YES,NO,YES,YES,NO,"EN,SP,"
9294568IOD,Roland,Hall,male,36,19/01/1985,10,upper secondary,Brazil,31,YES,NO,YES,NO,YES,YES,NO,YES,NO,YES,"NL,GE,"
7050957HNE,Joseph,Krogman,male,23,23/06/1998,0,upper secondary,Finland,D,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,"EN,SP,IT,"
4633886WSJ,Cynthia,Parker,f,39,30/03/1982,13,upper secondary,Denmark,39,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,"GE,"
8211148KZY,Debra,Calkins,female,24,21/11/1997,0,doctorate,Bulgaria,68,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,"F,SP,NL,IT,"
3201469KNC,Kenneth,Smith,male,31,10/09/1990,3,upper secondary,Austria,B,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,"EN,SP,NL,IT,"
7016627BFE,Felix,Butler,male,63,18/03/1958,33,upper secondary,Luxembourg,A,NO,NO,YES,NO,YES,NO,YES,NO,YES,YES,"EN,SP,GE,IT,"
4971169ISV,Shannon,Livingston,female,25,14/09/1996,0,upper secondary,Portugal,3,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,"EN,F,IT,"
4222050PZG,Dorine,Mcalary,female,42,30/11/1979,16,doctorate,Brazil,E,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,"F,SP,NL,GE,IT,"
4154194HLP,Michael,Keeton,male,59,19/08/1962,8,bachelor,United Kingdom,48,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,"EN,SP,"
1047924LRI,Lorraine,Birdsall,female,30,15/12/1990,1,bachelor,Poland,A,NO,YES,NO,YES,YES,NO,NO,NO,NO,YES,"EN,F,NL,GE,IT,"
0982517CAS,Michael,Hardin,male,50,24/09/1971,19,upper secondary,Greece,8,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,"F,NL,GE,"
0727844ZVR,Diane,Turner,female,29,26/11/1992,0,doctorate,Romania,99,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,"EN,"
8856809RYI,Myra,Erwin,female,41,01/01/1980,2,bachelor,Portugal,89,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,"F,SP,"
8134457SVU,Theresa,Hunter,female,66,18/10/1955,35,doctorate,Republic of Cyprus,C,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,
7599464KFW,Thomas,Edwards,male,45,20/04/1976,19,bachelor,Romania,77,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,"EN,F,IT,"
8158592VSM,Dolores,Bain,female,64,04/06/1957,4,bachelor,Bulgaria,A,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,"F,SP,NL,"
2564361AJO,Cheryl,Green,female,24,24/11/1997,0,upper secondary,France,5,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,"GE,IT,"
6020692HHT,Lisa,Smit,female,43,18/06/1978,3,master,Finland,E,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,"EN,F,"
9510309SLP,Tammy,Villarreal,female,52,22/04/1969,26,master,Austria,D,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,"EN,SP,IT,"
2173272RUX,Jeffery,Marsala,male,67,28/03/1954,-1,doctorate,Italy,C,YES,NO,YES,NO,NO,YES,NO,YES,NO,YES,"F,SP,GE,IT,"
7468963MKL,John,Sebek,male,53,28/04/1968,24,master,Greece,D,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,"F,SP,NL,GE,IT,"
4221327FIH,Arlene,Wolpert,female,33,18/10/1988,7,doctorate,Poland,71,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,"F,SP,GE,IT,"
5776984ZHK,Gale,Perdue,female,43,30/10/1978,17,technical,Spain,E,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,"F,NL,IT,"
9523983DPV,John,Gibson,male,39,18/06/1982,13,upper secondary,France,94,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,"EN,SP,IT,"
0140584VBW,Annie,Gordon,female,36,17/11/1985,5,master,Republic of Congo,85,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,"F,SP,NL,GE,"
1946128ZRA,Suzanne,Sweatt,female,22,27/08/1999,0,upper secondary,Croatia,A,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,"EN,F,NL,IT,"
3474851QMY,Cleora,Williams,female,24,18/03/1997,0,doctorate,Czech Republic,90,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,"EN,F,GE,"
6840439YVC,Arline,Thomason,female,59,01/06/1962,24,doctorate,Czech Republic,43,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,"EN,F,SP,GE,IT,"
4245652VQQ,Jennifer,Villar,female,37,21/06/1984,11,master,Netherlands,56,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,"F,GE,IT,"
7797115MXR,Gordon,Thornton,male,31,22/07/1990,1,master,Greece,E,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,"GE,"
8353943HMC,Frank,Lee,male,33,01/11/1988,4,master,Sweden,E,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,
1169103EAL,Ada,Morales,female,30,18/08/1991,4,doctorate,Portugal,79,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,"EN,F,SP,NL,GE,"
8475662GDI,Shirley,Blankenship,female,26,24/07/1995,0,master,Estonia,97,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,"F,SP,"
9619132OFY,Mark,Hinrichs,male,41,10/06/1980,15,doctorate,Sweden,D,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,"EN,SP,NL,"
3521456JBM,Helena,Williams,female,42,24/06/1979,16,bachelor,France,93,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,"EN,F,NL,"
7530592ZKZ,Michael,Perry,male,54,13/05/1967,1,master,China,25,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,"F,SP,NL,IT,"
5440318XXS,Faye,Sterns,female,54,29/01/1967,13,bachelor,Netherlands,38,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,"EN,F,SP,"
7988766CDK,Calvin,Gibson,male,59,25/01/1962,21,upper secondary,Germany,D,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,"F,NL,GE,IT,"
0235352CNA,Michael,Patten,male,23,24/02/1998,0,bachelor,Germany,E,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,"F,NL,"
4975810RTG,Jennifer,Decker,female,32,01/03/1989,6,upper secondary,Lithuania,A,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,"EN,IT,"
9304894DBN,Robert,Dickerson,male,66,09/03/1955,-1,master,Hungary,A,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,"EN,F,NL,"
3517671GND,Jennie,Pouliot,female,51,11/04/1970,18,technical,Republic of Congo,50,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,"EN,SP,NL,"
7126436DNU,Randall,Arciniega,male,64,08/08/1957,26,bachelor,Austria,C,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,"F,"
3431680FBH,Mitch,Marco,male,64,07/12/1957,6,doctorate,Australia,A,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,"SP,IT,"
7762554WFB,Jennifer,Johnston,female,50,20/05/1971,17,upper secondary,Lithuania,D,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,"F,SP,GE,IT,"
4846910NTA,Matthew,Duggan,male,56,14/10/1965,22,technical,Netherlands,A,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,"EN,NL,GE,IT,"
0877052NBJ,Heidi,Mcneill,female,66,10/02/1955,9,bachelor,Republic of Cyprus,68,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,"EN,SP,NL,"
1790395FNS,Jayme,Wright,female,37,27/07/1984,7,master,Luxembourg,B,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,"EN,F,GE,IT,"
3957606PDQ,Thelma,Hain,female,49,21/03/1972,20,doctorate,Poland,A,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,"EN,SP,NL,IT,"
2485047XKT,Steven,Green,male,44,29/08/1977,3,master,Germany,42,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,"EN,F,SP,NL,GE,IT,"
0849045JAF,Grace,Bartelson,female,44,19/04/1977,12,doctorate,Republic of Cyprus,D,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,"F,NL,"
8993465RFF,Erin,Waters,female,29,11/12/1991,3,bachelor,Austria,70,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,"SP,GE,"
5070223SQA,William,Songer,male,51,07/07/1970,24,upper secondary,United Kingdom,A,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,"EN,F,SP,NL,"
2814668OZW,Nina,Martinez,female,53,10/01/1968,17,technical,Denmark,24,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,"EN,F,IT,"
0759518ZLU,Johnny,Roberts,male,29,30/07/1992,3,bachelor,Netherlands,2,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,"EN,F,NL,IT,"
5888519CAC,Elizabeth,Jones,female,41,28/03/1980,15,technical,Poland,A,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,"EN,NL,GE,IT,"
3701898VLA,Susan,Sprinkel,female,57,02/05/1964,25,bachelor,Slovenia,C,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES,"EN,SP,NL,"
6726147TEZ,Linda,King,female,20,04/04/2001,0,upper secondary,Brazil,53,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,"F,SP,NL,GE,"
3618190CNA,Janie,Hackley,female,30,16/01/1991,2,master,United Kingdom,B,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,"F,NL,"
3651798NUA,Julia,Brown,female,58,01/06/1963,3,master,Italy,B,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,"IT,"
6736883OPE,Lisa,Hunter,female,19,11/09/2002,0,master,Republic of Congo,E,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,"F,SP,"
0187743YSY,Morton,Seith,male,64,04/11/1957,34,bachelor,Luxembourg,A,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,"EN,F,NL,GE,"
8685464NSF,Steven,Peterman,male,33,03/03/1988,7,doctorate,Malta,A,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,"EN,SP,NL,GE,IT,"
5891196GLQ,Dominic,Hayes,male,66,14/09/1955,23,bachelor,Luxembourg,C,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,"SP,NL,GE,IT,"
4165618CJL,Teresa,Lynum,female,52,23/07/1969,20,upper secondary,Italy,E,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,"F,SP,NL,IT,"
2577312PLR,Lena,Walters,female,23,07/04/1998,0,master,Estonia,89,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,"F,SP,NL,GE,IT,"
0124914QLH,Lorraine,Suehs,female,63,03/10/1958,34,master,Austria,56,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,"EN,F,SP,NL,GE,"
6027492QXM,Bobby,Mierzejewski,male,24,08/10/1997,0,bachelor,Slovenia,63,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,"EN,GE,"
8932882AXD,Andrew,Walton,male,36,15/06/1985,3,doctorate,USA,C,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,"EN,SP,NL,GE,IT,"
0943078HUN,Timothy,Wright,male,52,27/07/1969,21,technical,Republic of Cyprus,E,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,"IT,"
9121562JYE,Fatima,Mosley,female,23,02/03/1998,0,master,USA,C,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,"NL,GE,"
4403036MUT,Joseph,Watts,male,62,24/08/1959,-1,doctorate,Denmark,B,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,"EN,NL,GE,IT,"
3057897OUL,Ronald,Webster,male,41,17/07/1980,11,technical,Latvia,94,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,"EN,F,SP,NL,GE,"
8302383LVS,Steven,Perkins,male,47,09/12/1973,21,technical,Hungary,80,NO,YES,YES,YES,NO,NO,NO,YES,NO,NO,"EN,"
3368985HEG,Mercedes,Drennon,female,57,15/10/1964,31,master,France,42,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES,"EN,F,NL,IT,"
7351413NHA,Shelly,Shaw,female,34,06/01/1987,8,technical,Slovenia,C,NO,YES,NO,YES,YES,YES,NO,YES,YES,YES,"F,SP,NL,IT,"
5473289JMK,Andrea,Fellows,female,31,28/05/1990,0,master,Bulgaria,100,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,"F,SP,GE,IT,"
7087863TBI,Raymond,Richardson,male,34,11/01/1987,8,technical,USA,45,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,"EN,SP,IT,"
2794916OEX,Jan,Knight,female,25,11/07/1996,0,technical,USA,63,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,"F,SP,NL,GE,"
9050501GNZ,Sarah,Gaston,female,64,05/03/1957,1,bachelor,Malta,43,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,"F,SP,NL,GE,IT,"
1639841NZB,Tim,Junker,male,64,31/07/1957,14,bachelor,Republic of Congo,A,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,"EN,NL,"
5483124USB,Kristian,Norman,female,59,23/12/1961,21,upper secondary,Spain,38,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,"EN,NL,"
0038822LQD,Maxine,Parker,female,55,26/09/1966,14,doctorate,Hungary,A,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,"EN,IT,"
5633049ZSX,Michael,Hinton,male,46,18/12/1974,20,doctorate,Croatia,14,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,"F,NL,"
3763972VNM,Michelle,Ragan,female,52,01/10/1969,26,master,Republic of South Africa,C,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,"EN,NL,GE,"
5632028IMA,Lisa,Villagomez,female,60,16/03/1961,13,doctorate,Australia,17,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,"EN,F,SP,"
8294257URN,James,Goldberg,male,46,09/01/1975,2,upper secondary,Romania,46,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,"EN,F,SP,GE,IT,"
4334206SST,Cecil,Bartlett,male,47,30/08/1974,21,bachelor,Republic of Cyprus,74,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,"F,"
3389306ELQ,Lonnie,Weng,male,58,07/05/1963,32,upper secondary,Czech Republic,D,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,"EN,F,SP,NL,GE,"
5270586HVH,Johnny,Lang,male,37,22/07/1984,3,upper secondary,France,11,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,"SP,GE,IT,"
8655718BHC,Wallace,Johnson,male,42,18/09/1979,6,doctorate,Italy,B,YES,YES,YES,NO,NO,YES,YES,YES,NO,YES,"F,IT,"
5478065DEC,James,Thomas,male,44,31/07/1977,18,upper secondary,Romania,E,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,"EN,SP,NL,IT,"
4533664MBQ,Donna,Hernandez,female,45,16/11/1976,19,bachelor,Belgium,2,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,"EN,F,SP,"
7368423KQN,Cheryl,Little,female,58,29/04/1963,21,bachelor,Czech Republic,D,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,"NL,IT,"
4571041FQV,Julieta,Park,female,51,19/04/1970,11,upper secondary,Spain,26,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,"EN,SP,NL,GE,IT,"
4581371MGQ,Felicia,Davidson,female,36,27/12/1984,10,doctorate,Malta,D,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,"EN,F,SP,NL,GE,"
3225417YBC,Katherine,Woods,female,31,23/06/1990,5,doctorate,United Kingdom,40,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,"EN,F,SP,"
1086948FID,Paul,Posthuma,male,18,07/02/2003,0,bachelor,Republic of Cyprus,85,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,"NL,GE,"
9086462NIH,Marie,Mangone,female,49,16/03/1972,13,bachelor,Republic of South Africa,E,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,"F,GE,IT,"
7533055CTI,Valerie,Brown,female,25,26/12/1995,0,bachelor,Germany,A,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,"EN,F,SP,NL,IT,"
6217719LFV,Ray,Cochran,male,21,30/03/2000,0,doctorate,Luxembourg,87,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,"SP,NL,GE,"
5196736AHN,David,Getzschman,male,35,31/10/1986,9,upper secondary,Czech Republic,D,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,"EN,NL,"
6164627WKS,Charles,Williams,male,25,06/11/1996,0,bachelor,Hungary,D,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,"EN,SP,IT,"
2499802ZMD,Lori,Dillon,female,43,20/01/1978,17,upper secondary,Portugal,A,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,"EN,SP,NL,IT,"
9526822JCV,Robert,Fallon,male,30,04/04/1991,4,upper secondary,United Kingdom,16,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,"F,NL,IT,"
3741829RDF,Robert,Shroyer,male,23,04/08/1998,0,technical,Slovenia,A,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,"SP,GE,"
0836416LYR,Naomi,Springer,female,51,08/11/1970,25,technical,USA,E,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,"EN,F,SP,GE,"
7496102PZU,Wendy,Colton,female,35,17/12/1985,9,master,Romania,9,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,"EN,F,GE,"
