RecID,First Name,Surname,Gender,Age,Date of birth,Years of experience,Education level,Country,Grade,Performance,Assembly,Machining,Welding,Additive,Painting,Control,Quality,Planning,Services,Shipping,Spoken languages,Intended department
7447826GGN,Aaron,Frazier,male,38,1983-10-05,7,master,EU,A,81,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,"F,SP,NL,GE,IT,",finance
9516225EVE,Vincent,Sembler,male,58,1963-02-22,11,upper secondary,EU,A,81,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,"EN,F,SP,NL,",
2904687UZI,Victor,Paradis,male,36,1985-05-11,10,technical,EU,E,20,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,"GE,",
6609589CUM,Julie,Rozar,female,52,1969-01-10,10,upper secondary,Republic of Cyprus,A,92,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,"EN,F,NL,GE,IT,",
7237022FTX,John,Henke,male,62,1959-01-27,33,bachelor,Republic of South Africa,B,64,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,"EN,F,SP,GE,",
7533156TBE,Veronica,Morris,female,34,1987-04-28,8,master,EU,A,90,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,"NL,IT,",
6078007LLX,Heather,Lowry,female,49,1972-01-24,1,master,EU,A,93,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,"EN,F,GE,IT,",
8056837ENF,Joshua,Mclean,male,67,1954-07-04,26,bachelor,Brazil,C,50,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,"EN,SP,NL,GE,",
8467051YTK,Aaron,Certain,male,22,1999-01-05,0,upper secondary,EU,D,30,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,"EN,F,GE,",
3335867AAS,Suzette,Garcia,female,35,1986-02-10,9,technical,EU,C,50,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,"EN,F,GE,IT,",
0346090LYD,Mamie,Stambaugh,female,61,1960-08-22,34,bachelor,Brazil,B,62,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,"F,NL,IT,",
4112288QVX,James,Parkes,male,35,1986-04-27,9,doctorate,EU,A,86,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,"EN,F,SP,GE,",
5088590ZBT,Harold,Gomez,male,57,1964-09-10,25,technical,EU,D,30,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,"F,SP,IT,",
6711079FTZ,Katrina,Ayala,female,47,1974-01-04,5,master,EU,C,45,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,"EN,F,NL,",
7017101PCM,Maryann,Yoder,female,21,2000-06-06,0,master,EU,E,8,NO,YES,NO,YES,NO,YES,NO,NO,YES,YES,"EN,F,SP,GE,IT,",
3541992AJX,Jerrod,Reuter,male,43,1978-08-30,4,master,EU,A,90,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,"F,GE,",
4211370QZD,Debra,Lucero,female,20,2001-05-30,0,master,EU,E,10,YES,NO,NO,NO,YES,YES,NO,YES,YES,NO,"SP,NL,GE,",
0031221FNQ,Claudia,Kilroy,female,23,1998-03-07,0,technical,Republic of Congo,C,56,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,"EN,SP,NL,IT,",
4959830JFU,Jessica,Esquer,female,32,1989-08-07,4,upper secondary,Republic of Congo,B,72,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,"EN,F,SP,",
7252091ARA,Georgette,Sanders,female,40,1981-04-05,14,bachelor,USA,A,90,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,"NL,GE,",
1172046TVW,Jeremy,Kellem,male,44,1977-07-19,0,upper secondary,EU,E,10,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,"F,SP,NL,",
9935248MMA,Sheba,Levitsky,female,25,1996-11-28,0,doctorate,EU,C,50,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,"SP,IT,",
6675473NFK,Margaret,Castleberry,female,21,2000-06-20,0,bachelor,EU,C,50,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,"SP,",
7947431DDV,Garland,Withrow,male,65,1956-04-03,19,bachelor,EU,A,97,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,"F,NL,",
7933530GKD,Dorothy,Hernandez,female,35,1986-07-30,1,doctorate,EU,E,10,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,"EN,SP,IT,",
6055987OWQ,Joan,Smith,female,65,1956-05-01,22,technical,EU,C,50,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,"EN,F,NL,",
8777511DRT,James,Person,male,23,1998-02-11,0,technical,EU,D,39,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,"SP,",
6856357NRS,Hubert,Henderson,male,34,1987-01-08,8,doctorate,EU,D,26,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,"IT,",
3773300QSR,Charles,Graybill,male,47,1974-01-22,9,master,EU,E,20,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,"SP,NL,",
5507564SOJ,Trisha,Matlock,female,54,1967-10-06,28,bachelor,EU,A,90,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,"EN,F,SP,NL,GE,",finance
0594949GYT,Toni,Cain,female,35,1986-09-19,9,doctorate,Republic of Cyprus,C,55,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,"SP,GE,IT,",
3598290ZGB,Morris,Park,male,67,1954-04-23,29,bachelor,EU,E,10,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,"SP,IT,",
0679037HFT,Rebeca,Allen,female,63,1958-11-28,34,technical,EU,D,30,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,"F,SP,NL,IT,",
0902862PMI,Herbert,Torres,male,34,1987-05-11,8,doctorate,EU,A,90,NO,YES,YES,NO,YES,YES,NO,YES,NO,NO,"F,SP,IT,",
3788066AKT,Cynthia,Meekins,female,41,1980-11-08,5,master,EU,A,90,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,"EN,SP,NL,",
3019711MOL,Fannie,Seldon,female,28,1993-11-18,2,doctorate,EU,D,37,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,"F,SP,NL,GE,",
6325981CLX,Staci,Charest,female,59,1962-02-25,18,technical,EU,D,30,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,"F,",
3756889ZFQ,Dong,Clark,male,28,1993-10-21,2,upper secondary,EU,C,50,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,"SP,NL,GE,IT,",
6546944QUI,Christian,Cusick,male,47,1974-10-26,21,upper secondary,Australia,A,90,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,"EN,SP,NL,GE,",
3742059AOV,Joshua,Carmody,male,56,1965-06-15,14,master,China,E,10,NO,YES,NO,YES,NO,YES,NO,NO,NO,YES,"NL,GE,",
3463124ALV,Ronald,Ortiz,male,65,1956-02-27,23,doctorate,EU,D,22,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,"EN,NL,",
4304049OWK,Adam,Fernandez,male,39,1982-06-22,13,doctorate,EU,B,77,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,"F,NL,GE,IT,",
4321912BPV,Billy,Fuller,male,28,1993-05-19,2,technical,Republic of Congo,A,85,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,"F,NL,IT,",
9865333RJE,Kevin,Browning,male,64,1957-03-26,35,bachelor,Australia,E,10,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,"GE,IT,",
5562173TGF,Arnold,Roman,male,64,1957-04-22,4,bachelor,EU,E,5,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,"F,SP,GE,",
0960538WDT,Elvira,Culp,female,54,1967-06-18,22,doctorate,EU,B,70,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,"EN,SP,IT,",
7048427LTO,Christina,Arguello,female,55,1966-03-05,2,bachelor,EU,B,70,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,"F,SP,NL,GE,",
3768029FPI,James,Howard,male,32,1989-08-18,4,bachelor,EU,D,36,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,"EN,F,GE,IT,",
0501810LBH,Tammy,Woods,female,40,1981-04-15,10,doctorate,EU,A,90,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,"EN,SP,IT,",
5094674YOS,Brenda,Stonge,female,42,1979-09-17,16,upper secondary,EU,A,82,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,"F,NL,GE,",
3708451ADV,Rodney,Landes,male,33,1988-07-29,7,bachelor,EU,D,28,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,"SP,NL,",
2082852JZL,Marjorie,Gibbs,female,46,1975-06-06,15,doctorate,EU,C,50,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,"EN,SP,NL,GE,",
1536452SAY,Ruby,Mancilla,female,53,1968-04-26,27,master,EU,D,28,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,"F,SP,IT,",
1946456RIR,Ricky,Mccall,male,55,1966-10-31,4,master,EU,D,30,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,"EN,NL,GE,IT,",
4705037BMF,Aura,Erickson,female,53,1968-04-30,9,bachelor,Republic of Cyprus,B,79,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,"EN,F,GE,IT,",
3382453WRA,Martin,Martinez,male,27,1994-06-04,1,doctorate,China,A,90,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,"F,GE,IT,",
6267278VTP,Nathan,Kelley,male,29,1992-06-15,3,technical,Brazil,E,10,NO,YES,NO,YES,YES,NO,YES,NO,YES,YES,"EN,F,NL,GE,IT,",
7725244QIN,Wesley,Dorman,male,59,1962-06-29,0,doctorate,EU,E,10,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,"EN,F,SP,",
5300356NEK,Wayne,Cauthon,male,18,2003-12-10,0,bachelor,EU,B,78,YES,NO,NO,YES,NO,YES,NO,YES,YES,NO,"EN,SP,",
9294568IOD,Roland,Hall,male,36,1985-01-19,10,upper secondary,Brazil,D,31,YES,NO,YES,NO,YES,YES,NO,YES,NO,YES,"NL,GE,",
7050957HNE,Joseph,Krogman,male,23,1998-06-23,0,upper secondary,EU,D,30,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,"EN,SP,IT,",
4633886WSJ,Cynthia,Parker,female,39,1982-03-30,13,upper secondary,EU,D,39,YES,NO,YES,NO,YES,NO,YES,NO,NO,YES,"GE,",
8211148KZY,Debra,Calkins,female,24,1997-11-21,0,doctorate,EU,B,68,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,"F,SP,NL,IT,",
3201469KNC,Kenneth,Smith,male,31,1990-10-09,3,upper secondary,EU,B,70,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,"EN,SP,NL,IT,",
7016627BFE,Felix,Butler,male,63,1958-03-18,33,upper secondary,EU,A,90,NO,NO,YES,NO,YES,NO,YES,NO,YES,YES,"EN,SP,GE,IT,",
4971169ISV,Shannon,Livingston,female,25,1996-09-14,0,upper secondary,EU,E,3,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,"EN,F,IT,",
4222050PZG,Dorine,Mcalary,female,42,1979-11-30,16,doctorate,Brazil,E,10,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,"F,SP,NL,GE,IT,",
4154194HLP,Michael,Keeton,male,59,1962-08-19,8,bachelor,United Kingdom,C,48,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,"EN,SP,",
1047924LRI,Lorraine,Birdsall,female,30,1990-12-15,1,bachelor,EU,A,90,NO,YES,NO,YES,YES,NO,NO,NO,NO,YES,"EN,F,NL,GE,IT,",
0982517CAS,Michael,Hardin,male,50,1971-09-24,19,upper secondary,EU,E,8,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,"F,NL,GE,",
0727844ZVR,Diane,Turner,female,29,1992-11-26,0,doctorate,EU,A,99,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,"EN,",
8856809RYI,Myra,Erwin,female,41,1980-01-01,2,bachelor,EU,A,89,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,"F,SP,",
7599464KFW,Thomas,Edwards,male,45,1976-04-20,19,bachelor,EU,B,77,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,"EN,F,IT,",
8158592VSM,Dolores,Bain,female,64,1957-04-06,4,bachelor,EU,A,90,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,"F,SP,NL,",finance
2564361AJO,Cheryl,Green,female,24,1997-11-24,0,upper secondary,EU,E,5,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,"GE,IT,",
6020692HHT,Lisa,Smit,female,43,1978-06-18,3,master,EU,E,10,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,"EN,F,",
9510309SLP,Tammy,Villarreal,female,52,1969-04-22,26,master,EU,D,30,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,"EN,SP,IT,",
2173272RUX,Jeffery,Marsala,male,67,1954-03-28,0,doctorate,EU,C,50,YES,NO,YES,NO,NO,YES,NO,YES,NO,YES,"F,SP,GE,IT,",
7468963MKL,John,Sebek,male,53,1968-04-28,24,master,EU,D,30,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,"F,SP,NL,GE,IT,",
4221327FIH,Arlene,Wolpert,female,33,1988-10-18,7,doctorate,EU,B,71,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,"F,SP,GE,IT,",
5776984ZHK,Gale,Perdue,female,43,1978-10-30,17,technical,EU,E,10,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,"F,NL,IT,",
9523983DPV,John,Gibson,male,39,1982-06-18,13,upper secondary,EU,A,94,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,"EN,SP,IT,",
0140584VBW,Annie,Gordon,female,36,1985-11-17,5,master,Republic of Congo,A,85,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,"F,SP,NL,GE,",
1946128ZRA,Suzanne,Sweatt,female,22,1999-08-27,0,upper secondary,EU,A,90,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,"EN,F,NL,IT,",
3474851QMY,Cleora,Williams,female,24,1997-03-18,0,doctorate,Czech Republic,A,90,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,"EN,F,GE,",
6840439YVC,Arline,Thomason,female,59,1962-01-06,24,doctorate,Czech Republic,C,43,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,"EN,F,SP,GE,IT,",
4245652VQQ,Jennifer,Villar,female,37,1984-06-21,11,master,EU,C,56,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,"F,GE,IT,",
7797115MXR,Gordon,Thornton,male,31,1990-07-22,1,master,EU,E,10,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,"GE,",
1169103EAL,Ada,Morales,female,30,1991-08-18,4,doctorate,EU,B,79,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,"EN,F,SP,NL,GE,",finance
8475662GDI,Shirley,Blankenship,female,26,1995-07-24,0,master,EU,A,97,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,"F,SP,",
9619132OFY,Mark,Hinrichs,male,41,1980-10-06,15,doctorate,EU,D,30,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,"EN,SP,NL,",
3521456JBM,Helena,Williams,female,42,1979-06-24,16,bachelor,EU,A,93,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,"EN,F,NL,",
7530592ZKZ,Michael,Perry,male,54,1967-05-13,1,master,China,D,25,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,"F,SP,NL,IT,",
5440318XXS,Faye,Sterns,female,54,1967-01-29,13,bachelor,EU,D,38,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,"EN,F,SP,",
7988766CDK,Calvin,Gibson,male,59,1962-01-25,21,upper secondary,EU,D,30,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,"F,NL,GE,IT,",
0235352CNA,Michael,Patten,male,23,1998-02-24,0,bachelor,EU,E,10,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,"F,NL,",
4975810RTG,Jennifer,Decker,female,32,1989-01-03,6,upper secondary,EU,A,90,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,"EN,IT,",
9304894DBN,Robert,Dickerson,male,66,1955-09-03,0,master,EU,A,90,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,"EN,F,NL,",
3517671GND,Jennie,Pouliot,female,51,1970-11-04,18,technical,Republic of Congo,C,50,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,"EN,SP,NL,",
7126436DNU,Randall,Arciniega,male,64,1957-08-08,26,bachelor,EU,C,50,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,"F,",
3431680FBH,Mitch,Marco,male,64,1957-07-12,6,doctorate,Australia,A,90,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,"SP,IT,",
7762554WFB,Jennifer,Johnston,female,50,1971-05-20,17,upper secondary,EU,D,30,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,"F,SP,GE,IT,",
4846910NTA,Matthew,Duggan,male,56,1965-10-14,22,technical,EU,A,90,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,"EN,NL,GE,IT,",
0877052NBJ,Heidi,Mcneill,female,66,1955-10-02,9,bachelor,Republic of Cyprus,B,68,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,"EN,SP,NL,",
1790395FNS,Jayme,Wright,female,37,1984-07-27,7,master,EU,B,70,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,"EN,F,GE,IT,",
3957606PDQ,Thelma,Hain,female,49,1972-03-21,20,doctorate,EU,A,90,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,"EN,SP,NL,IT,",
2485047XKT,Steven,Green,male,44,1977-08-29,3,master,EU,C,42,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,"EN,F,SP,NL,GE,IT,",
0849045JAF,Grace,Bartelson,female,44,1977-04-19,12,doctorate,Republic of Cyprus,D,30,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,"F,NL,",
8993465RFF,Erin,Waters,female,29,1991-11-12,3,bachelor,EU,B,70,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,"SP,GE,",
5070223SQA,William,Songer,male,51,1970-07-07,24,upper secondary,United Kingdom,A,90,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,"EN,F,SP,NL,",
2814668OZW,Nina,Martinez,female,53,1968-10-01,17,technical,EU,D,24,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,"EN,F,IT,",
0759518ZLU,Johnny,Roberts,male,29,1992-07-30,3,bachelor,EU,E,2,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,"EN,F,NL,IT,",
5888519CAC,Elizabeth,Jones,female,41,1980-03-28,15,technical,EU,A,90,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,"EN,NL,GE,IT,",
3701898VLA,Susan,Sprinkel,female,57,1964-02-05,25,bachelor,EU,C,50,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES,"EN,SP,NL,",
6726147TEZ,Linda,King,female,20,2001-04-04,0,upper secondary,Brazil,C,53,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,"F,SP,NL,GE,",
3618190CNA,Janie,Hackley,female,30,1991-01-16,2,master,United Kingdom,B,70,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,"F,NL,",
3651798NUA,Julia,Brown,female,58,1963-01-06,3,master,EU,B,70,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,"IT,",
6736883OPE,Lisa,Hunter,female,19,2002-11-09,0,master,Republic of Congo,E,10,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,"F,SP,",
0187743YSY,Morton,Seith,male,64,1957-04-11,34,bachelor,EU,A,90,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,"EN,F,NL,GE,",finance
8685464NSF,Steven,Peterman,male,33,1988-03-03,7,doctorate,EU,A,90,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,"EN,SP,NL,GE,IT,",finance
5891196GLQ,Dominic,Hayes,male,66,1955-09-14,23,bachelor,EU,C,50,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,"SP,NL,GE,IT,",
4165618CJL,Teresa,Lynum,female,52,1969-07-23,20,upper secondary,EU,E,10,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,"F,SP,NL,IT,",
2577312PLR,Lena,Walters,female,23,1998-07-04,0,master,EU,A,89,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,"F,SP,NL,GE,IT,",
0124914QLH,Lorraine,Suehs,female,63,1958-03-10,34,master,EU,C,56,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,"EN,F,SP,NL,GE,",
6027492QXM,Bobby,Mierzejewski,male,24,1997-08-10,0,bachelor,EU,B,63,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,"EN,GE,",
8932882AXD,Andrew,Walton,male,36,1985-06-15,3,doctorate,USA,C,50,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,"EN,SP,NL,GE,IT,",
0943078HUN,Timothy,Wright,male,52,1969-07-27,21,technical,Republic of Cyprus,E,10,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,"IT,",
9121562JYE,Fatima,Mosley,female,23,1998-02-03,0,master,USA,C,50,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,"NL,GE,",
4403036MUT,Joseph,Watts,male,62,1959-08-24,0,doctorate,EU,B,70,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,"EN,NL,GE,IT,",
3057897OUL,Ronald,Webster,male,41,1980-07-17,11,technical,EU,A,94,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,"EN,F,SP,NL,GE,",
8302383LVS,Steven,Perkins,male,47,1973-09-12,21,technical,EU,B,80,NO,YES,YES,YES,NO,NO,NO,YES,NO,NO,"EN,",
3368985HEG,Mercedes,Drennon,female,57,1964-10-15,31,master,EU,C,42,NO,YES,NO,NO,NO,YES,NO,YES,YES,YES,"EN,F,NL,IT,",finance
7351413NHA,Shelly,Shaw,female,34,1987-06-01,8,technical,EU,C,50,NO,YES,NO,YES,YES,YES,NO,YES,YES,YES,"F,SP,NL,IT,",
5473289JMK,Andrea,Fellows,female,31,1990-05-28,0,master,EU,A,100,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,"F,SP,GE,IT,",
7087863TBI,Raymond,Richardson,male,34,1987-11-01,8,technical,USA,C,45,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,"EN,SP,IT,",
2794916OEX,Jan,Knight,female,25,1996-11-07,0,technical,USA,B,63,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,"F,SP,NL,GE,",
9050501GNZ,Sarah,Gaston,female,64,1957-05-03,1,bachelor,EU,C,43,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,"F,SP,NL,GE,IT,",
1639841NZB,Tim,Junker,male,64,1957-07-31,14,bachelor,Republic of Congo,A,90,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,"EN,NL,",
5483124USB,Kristian,Norman,female,59,1961-12-23,21,upper secondary,EU,D,38,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,"EN,NL,",
0038822LQD,Maxine,Parker,female,55,1966-09-26,14,doctorate,EU,A,90,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,"EN,IT,",
5633049ZSX,Michael,Hinton,male,46,1974-12-18,20,doctorate,EU,E,14,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,"F,NL,",
3763972VNM,Michelle,Ragan,female,52,1969-01-10,26,master,Republic of South Africa,C,50,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,"EN,NL,GE,",
5632028IMA,Lisa,Villagomez,female,60,1961-03-16,13,doctorate,Australia,E,17,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,"EN,F,SP,",
8294257URN,James,Goldberg,male,46,1975-09-01,2,upper secondary,EU,C,46,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,"EN,F,SP,GE,IT,",
4334206SST,Cecil,Bartlett,male,47,1974-08-30,21,bachelor,Republic of Cyprus,B,74,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,"F,",
3389306ELQ,Lonnie,Weng,male,58,1963-07-05,32,upper secondary,Czech Republic,D,30,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,"EN,F,SP,NL,GE,",
5270586HVH,Johnny,Lang,male,37,1984-07-22,3,upper secondary,EU,E,11,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,"SP,GE,IT,",
8655718BHC,Wallace,Johnson,male,42,1979-09-18,6,doctorate,EU,B,70,YES,YES,YES,NO,NO,YES,YES,YES,NO,YES,"F,IT,",
5478065DEC,James,Thomas,male,44,1977-07-31,18,upper secondary,EU,E,10,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,"EN,SP,NL,IT,",
4533664MBQ,Donna,Hernandez,female,45,1976-11-16,19,bachelor,EU,E,2,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,"EN,F,SP,",
7368423KQN,Cheryl,Little,female,58,1963-04-29,21,bachelor,Czech Republic,D,30,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,"NL,IT,",
4571041FQV,Julieta,Park,female,51,1970-04-19,11,upper secondary,EU,D,26,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,"EN,SP,NL,GE,IT,",
4581371MGQ,Felicia,Davidson,female,36,1984-12-27,10,doctorate,EU,D,30,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,"EN,F,SP,NL,GE,",
3225417YBC,Katherine,Woods,female,31,1990-06-23,5,doctorate,United Kingdom,D,40,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,"EN,F,SP,",
1086948FID,Paul,Posthuma,male,18,2003-07-02,0,bachelor,Republic of Cyprus,A,85,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,"NL,GE,",
9086462NIH,Marie,Mangone,female,49,1972-03-16,13,bachelor,Republic of South Africa,E,10,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,"F,GE,IT,",
7533055CTI,Valerie,Brown,female,25,1995-12-26,0,bachelor,EU,A,90,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,"EN,F,SP,NL,IT,",
6217719LFV,Ray,Cochran,male,21,2000-03-30,0,doctorate,EU,A,87,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,"SP,NL,GE,",
5196736AHN,David,Getzschman,male,35,1986-10-31,9,upper secondary,Czech Republic,D,30,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,"EN,NL,",
6164627WKS,Charles,Williams,male,25,1996-06-11,0,bachelor,EU,D,30,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,"EN,SP,IT,",
2499802ZMD,Lori,Dillon,female,43,1978-01-20,17,upper secondary,EU,A,90,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,"EN,SP,NL,IT,",
9526822JCV,Robert,Fallon,male,30,1991-04-04,4,upper secondary,United Kingdom,E,16,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,"F,NL,IT,",
3741829RDF,Robert,Shroyer,male,23,1998-04-08,0,technical,EU,A,90,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,"SP,GE,",
0836416LYR,Naomi,Springer,female,51,1970-08-11,25,technical,USA,E,10,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,"EN,F,SP,GE,",
7496102PZU,Wendy,Colton,female,35,1985-12-17,9,master,EU,E,9,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,"EN,F,GE,",
